Pan_gene_id,Rep_transcript,B73,Tzi8,Ky21,M162W,Ms71,Oh7B,Oh43,M37W,Mo18W,NC350,HP301,Il14H,P39,CML52,CML69,Ki11,CML228,CML247,CML277,CML322,CML333,Ki3,CML103,Tx303,NC358,B97,na_count,class,Subgenome,number_genome_presence
Zm00020ab180310,Zm00020ab180310_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab180310_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab181360,Zm00020ab181360_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab181360_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab181450,Zm00020ab181450_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab181450_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab181500,Zm00020ab181500_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab181500_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab184550,Zm00020ab184550_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab184550_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab184670,Zm00020ab184670_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab184670_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab184690,Zm00020ab184690_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab184690_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab184840,Zm00020ab184840_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab184840_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab186740,Zm00020ab186740_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab186740_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab186810,Zm00020ab186810_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab186810_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab186820,Zm00020ab186820_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab186820_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab186980,Zm00020ab186980_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab186980_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab187400,Zm00020ab187400_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab187400_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab187460,Zm00020ab187460_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab187460_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab188120,Zm00020ab188120_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab188120_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab188430,Zm00020ab188430_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab188430_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab188750,Zm00020ab188750_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab188750_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab189200,Zm00020ab189200_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab189200_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab189790,Zm00020ab189790_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab189790_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab191370,Zm00020ab191370_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab191370_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab192520,Zm00020ab192520_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab192520_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab193010,Zm00020ab193010_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab193010_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab193020,Zm00020ab193020_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab193020_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab193200,Zm00020ab193200_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab193200_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab193350,Zm00020ab193350_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab193350_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab193650,Zm00020ab193650_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab193650_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab193660,Zm00020ab193660_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab193660_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab193670,Zm00020ab193670_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab193670_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab193680,Zm00020ab193680_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab193680_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab194640,Zm00020ab194640_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab194640_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab195820,Zm00020ab195820_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab195820_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab196970,Zm00020ab196970_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab196970_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab197710,Zm00020ab197710_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab197710_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab198720,Zm00020ab198720_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab198720_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab199630,Zm00020ab199630_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab199630_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab199970,Zm00020ab199970_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab199970_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab199980,Zm00020ab199980_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab199980_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab200000,Zm00020ab200000_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab200000_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab200100,Zm00020ab200100_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab200100_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab201180,Zm00020ab201180_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab201180_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab201340,Zm00020ab201340_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab201340_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab201720,Zm00020ab201720_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab201720_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab202380,Zm00020ab202380_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab202380_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab202450,Zm00020ab202450_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab202450_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab202460,Zm00020ab202460_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab202460_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab202470,Zm00020ab202470_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab202470_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab206110,Zm00020ab206110_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab206110_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab206540,Zm00020ab206540_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab206540_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab206560,Zm00020ab206560_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab206560_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab206610,Zm00020ab206610_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab206610_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab207130,Zm00020ab207130_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab207130_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab207890,Zm00020ab207890_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab207890_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab207990,Zm00020ab207990_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab207990_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab211720,Zm00020ab211720_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab211720_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab211840,Zm00020ab211840_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab211840_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab211920,Zm00020ab211920_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab211920_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab213210,Zm00020ab213210_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab213210_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab213330,Zm00020ab213330_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab213330_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab213340,Zm00020ab213340_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab213340_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab213710,Zm00020ab213710_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab213710_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab213990,Zm00020ab213990_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab213990_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab214150,Zm00020ab214150_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab214150_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab214560,Zm00020ab214560_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab214560_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab216170,Zm00020ab216170_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab216170_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab216180,Zm00020ab216180_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab216180_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab216190,Zm00020ab216190_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab216190_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab217680,Zm00020ab217680_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab217680_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab217940,Zm00020ab217940_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab217940_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab218420,Zm00020ab218420_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab218420_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab218440,Zm00020ab218440_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab218440_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab218830,Zm00020ab218830_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab218830_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab218940,Zm00020ab218940_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab218940_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab219370,Zm00020ab219370_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab219370_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab219420,Zm00020ab219420_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab219420_T002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab219430,Zm00020ab219430_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab219430_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab219610,Zm00020ab219610_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab219610_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab219620,Zm00020ab219620_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab219620_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab220140,Zm00020ab220140_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab220140_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab220160,Zm00020ab220160_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab220160_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab220170,Zm00020ab220170_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab220170_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab220610,Zm00020ab220610_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab220610_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab221030,Zm00020ab221030_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab221030_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab221040,Zm00020ab221040_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab221040_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab221050,Zm00020ab221050_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab221050_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab221530,Zm00020ab221530_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab221530_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab221890,Zm00020ab221890_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab221890_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab222260,Zm00020ab222260_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab222260_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab222490,Zm00020ab222490_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab222490_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab222500,Zm00020ab222500_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab222500_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab222600,Zm00020ab222600_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab222600_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab223020,Zm00020ab223020_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab223020_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab223460,Zm00020ab223460_T004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab223460_T004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab224420,Zm00020ab224420_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab224420_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab224470,Zm00020ab224470_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab224470_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab224760,Zm00020ab224760_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab224750_T001;Zm00020ab224760_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab225940,Zm00020ab225940_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab225940_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab225950,Zm00020ab225950_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab225950_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab225960,Zm00020ab225960_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab225960_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab226020,Zm00020ab226020_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab226020_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab226440,Zm00020ab226440_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab226440_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab228900,Zm00020ab228900_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab228900_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab230170,Zm00020ab230170_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab230170_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab230210,Zm00020ab230210_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab230210_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab230340,Zm00020ab230340_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab230340_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab230480,Zm00020ab230480_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab230480_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab230600,Zm00020ab230600_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab230600_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab232470,Zm00020ab232470_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab232470_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab232480,Zm00020ab232480_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab232480_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab232490,Zm00020ab232490_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab232490_T001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
Zm00020ab234510,Zm00020ab234510_T003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zm00020ab234510_T003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,PrivateGene,NA,1
