"","Query_gene","B73","Tzi8","Ky21","M162W","Ms71","Oh7B","Oh43","M37W","Mo18W","NC350","HP301","Il14H","P39","CML52","CML69","Ki11","CML228","CML247","CML277","CML322","CML333","Ki3","CML103","Tx303","NC358","B97","occurance_genome","Min_copy","Max_copy","spread"
"1477","Zm00001eb133870_T001",1,1,1,1,1,1,0,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,24,0,2,2
"1478","Zm00001eb133920_T001",1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,24,0,2,2
"1479","Zm00001eb134560_T001",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1480","Zm00001eb134630_T001",1,1,1,1,0,0,1,1,0,0,2,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,16,0,2,2
"1481","Zm00001eb134690_T001",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1482","Zm00001eb134700_T002",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1483","Zm00001eb134710_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,26,1,2,1
"1484","Zm00001eb134820_T001",1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,26,1,2,1
"1485","Zm00001eb134890_T001",1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,3,2,26,1,3,2
"1486","Zm00001eb135120_T001",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1487","Zm00001eb135250_T001",1,1,2,2,1,1,2,2,1,2,2,2,2,1,1,1,1,2,3,2,1,1,2,2,1,1,26,1,3,2
"1488","Zm00001eb135350_T001",1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,26,1,2,1
"1489","Zm00001eb135460_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,26,1,2,1
"1490","Zm00001eb135610_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,26,1,2,1
"1491","Zm00001eb135700_T001",1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,3,2
"1492","Zm00001eb135740_T002",1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,26,1,2,1
"1493","Zm00001eb135800_T002",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,26,1,2,1
"1494","Zm00001eb135810_T002",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,26,1,2,1
"1495","Zm00001eb136120_T001",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,26,1,2,1
"1496","Zm00001eb136790_T001",1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,26,1,2,1
"1497","Zm00001eb136910_T001",1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1498","Zm00001eb137510_T001",1,2,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,16,0,2,2
"1499","Zm00001eb137730_T002",1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1500","Zm00001eb137780_T002",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1501","Zm00001eb137840_T001",1,2,1,1,1,1,1,1,3,2,1,1,1,2,2,2,1,3,1,1,2,1,3,2,2,1,26,1,3,2
"1502","Zm00001eb137850_T001",1,4,1,1,1,1,2,3,4,4,1,1,1,2,3,4,1,3,1,2,3,1,5,3,2,1,26,1,5,4
"1503","Zm00001eb137860_T001",1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1504","Zm00001eb137930_T002",1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,26,1,2,1
"1505","Zm00001eb138080_T001",1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1506","Zm00001eb138300_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1507","Zm00001eb138310_T002",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,26,1,2,1
"1508","Zm00001eb138400_T001",1,0,0,0,0,1,0,0,1,1,0,2,1,0,0,1,0,0,1,1,1,1,0,0,1,1,13,0,2,2
"1509","Zm00001eb138590_T001",1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,25,0,2,2
"1510","Zm00001eb138620_T001",1,1,1,1,0,0,1,0,0,0,1,3,0,0,0,0,1,1,0,0,0,0,1,0,0,1,11,0,3,3
"1511","Zm00001eb138650_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,26,1,2,1
"1512","Zm00001eb138920_T001",1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,26,1,2,1
"1513","Zm00001eb138980_T001",1,0,2,1,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,2,2
"1514","Zm00001eb139070_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,26,1,2,1
"1515","Zm00001eb139470_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,25,0,2,2
"1516","Zm00001eb139520_T002",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,26,1,2,1
"1517","Zm00001eb139750_T003",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1518","Zm00001eb139770_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1519","Zm00001eb139830_T001",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1520","Zm00001eb140230_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,26,1,2,1
"1521","Zm00001eb140430_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,26,1,2,1
"1522","Zm00001eb140450_T002",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,26,1,2,1
"1523","Zm00001eb140480_T002",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,26,1,2,1
"1524","Zm00001eb140490_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,26,1,2,1
"1525","Zm00001eb140520_T001",1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,26,1,2,1
"1526","Zm00001eb140590_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,26,1,2,1
"1527","Zm00001eb140640_T001",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1528","Zm00001eb140690_T001",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1529","Zm00001eb140700_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,26,1,2,1
"1530","Zm00001eb140970_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,26,1,2,1
"1531","Zm00001eb140990_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,26,1,2,1
"1532","Zm00001eb141000_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,26,1,2,1
"1533","Zm00001eb141160_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,26,1,2,1
"1534","Zm00001eb141210_T001",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1535","Zm00001eb141370_T001",1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,26,1,2,1
"1536","Zm00001eb141480_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,26,1,2,1
"1537","Zm00001eb141710_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,26,1,2,1
"1538","Zm00001eb141920_T001",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1539","Zm00001eb141950_T004",1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,2,2,1,15,0,2,2
"1540","Zm00001eb142000_T001",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,26,1,2,1
"1541","Zm00001eb142020_T001",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,7,0,2,2
"1542","Zm00001eb142200_T002",1,1,4,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,26,1,4,3
"1543","Zm00001eb142210_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,26,1,2,1
"1544","Zm00001eb142220_T001",1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,26,1,2,1
"1545","Zm00001eb142240_T001",1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,1,7,0,2,2
"1546","Zm00001eb142310_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,26,1,2,1
"1547","Zm00001eb142830_T002",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,26,1,2,1
"1548","Zm00001eb142840_T001",1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,2,1,2,26,1,2,1
"1549","Zm00001eb143090_T001",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1550","Zm00001eb143140_T001",1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1551","Zm00001eb143150_T001",1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1552","Zm00001eb143210_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,1,1,2,1,1,1,1,1,26,1,3,2
"1553","Zm00001eb143240_T003",1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,26,1,2,1
"1554","Zm00001eb143370_T001",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1555","Zm00001eb143390_T002",1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,26,1,2,1
"1556","Zm00001eb143410_T001",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,26,1,2,1
"1557","Zm00001eb143420_T002",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,26,1,2,1
"1558","Zm00001eb143460_T002",1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1559","Zm00001eb143510_T001",1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1560","Zm00001eb143520_T002",1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,26,1,2,1
"1561","Zm00001eb143570_T001",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,26,1,2,1
"1562","Zm00001eb143580_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,26,1,2,1
"1563","Zm00001eb143700_T003",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1564","Zm00001eb143910_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1565","Zm00001eb143920_T001",1,1,2,2,1,1,2,2,2,1,2,2,3,1,1,1,1,2,2,1,1,2,1,1,1,2,26,1,3,2
"1566","Zm00001eb143970_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,26,1,2,1
"1567","Zm00001eb144000_T001",1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,26,1,2,1
"1568","Zm00001eb144130_T001",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,25,0,2,2
"1569","Zm00001eb144140_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,26,1,2,1
"1570","Zm00001eb145340_T002",1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,0,2,2
"1571","Zm00001eb145350_T001",1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,25,0,2,2
"1572","Zm00001eb145540_T001",1,1,1,1,1,2,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,0,2,2
"1573","Zm00001eb145580_T001",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,25,0,2,2
"1574","Zm00001eb145600_T002",1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,25,0,2,2
"1575","Zm00001eb145680_T001",1,1,1,2,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,0,2,2
"1576","Zm00001eb145690_T001",1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,25,0,2,2
"1577","Zm00001eb145790_T001",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,25,0,2,2
"1578","Zm00001eb145870_T001",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,25,0,2,2
"1579","Zm00001eb145900_T002",1,1,1,2,2,2,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,25,0,2,2
"1580","Zm00001eb145950_T001",1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,25,0,2,2
"1581","Zm00001eb145980_T001",1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,2,1,0,0,1,13,0,2,2
"1582","Zm00001eb146400_T002",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,25,0,2,2
"1583","Zm00001eb146650_T001",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,25,0,2,2
"1584","Zm00001eb146780_T002",1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,25,0,2,2
"1585","Zm00001eb146790_T002",1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,0,2,2
"1586","Zm00001eb146970_T001",1,2,2,2,2,2,2,2,0,2,2,1,2,2,1,2,1,1,2,1,2,2,1,2,2,2,25,0,2,2
"1587","Zm00001eb147090_T001",1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,0,2,2
"1588","Zm00001eb147390_T003",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,26,1,3,2
"1589","Zm00001eb147410_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,26,1,2,1
"1590","Zm00001eb147480_T002",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,26,1,2,1
"1591","Zm00001eb147530_T001",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1592","Zm00001eb147560_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,26,1,2,1
"1593","Zm00001eb147610_T002",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,26,1,2,1
"1594","Zm00001eb147760_T001",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1595","Zm00001eb147770_T002",1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,26,1,2,1
"1596","Zm00001eb147970_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1597","Zm00001eb148210_T001",1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,26,1,2,1
"1598","Zm00001eb148250_T001",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1599","Zm00001eb148390_T003",1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,26,1,2,1
"1600","Zm00001eb148640_T001",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1601","Zm00001eb148680_T001",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1602","Zm00001eb148720_T001",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1603","Zm00001eb148790_T001",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1604","Zm00001eb148980_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,26,1,2,1
"1605","Zm00001eb149150_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,26,1,2,1
"1606","Zm00001eb149500_T001",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1607","Zm00001eb149520_T002",1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,26,1,2,1
"1608","Zm00001eb149600_T001",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1609","Zm00001eb149610_T003",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1610","Zm00001eb149660_T003",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,26,1,2,1
"1611","Zm00001eb149690_T001",1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,26,1,2,1
"1612","Zm00001eb149770_T001",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,26,1,2,1
"1613","Zm00001eb149800_T001",1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,6,5
"1614","Zm00001eb149940_T001",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1615","Zm00001eb150560_T001",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1616","Zm00001eb150790_T001",1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1617","Zm00001eb150820_T002",1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,25,0,2,2
"1618","Zm00001eb150860_T001",1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,26,1,2,1
"1619","Zm00001eb151080_T001",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,26,1,2,1
"1620","Zm00001eb151130_T001",1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1621","Zm00001eb151400_T001",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1622","Zm00001eb151470_T002",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1623","Zm00001eb151670_T003",1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,26,1,2,1
"1624","Zm00001eb151720_T004",1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,26,1,2,1
"1625","Zm00001eb151780_T001",1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1626","Zm00001eb152060_T001",1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,3,2
"1627","Zm00001eb152070_T002",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1628","Zm00001eb152120_T003",1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,26,1,2,1
"1629","Zm00001eb152190_T003",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,26,1,2,1
"1630","Zm00001eb152200_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,26,1,2,1
"1631","Zm00001eb152340_T002",1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1632","Zm00001eb152500_T001",1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1633","Zm00001eb152540_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,26,1,2,1
"1634","Zm00001eb152570_T001",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1635","Zm00001eb152830_T001",1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,26,1,2,1
"1636","Zm00001eb152970_T001",1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,26,1,4,3
"1637","Zm00001eb152990_T003",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1638","Zm00001eb153010_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,26,1,2,1
"1639","Zm00001eb153060_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,26,1,2,1
"1640","Zm00001eb153150_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,26,1,2,1
"1641","Zm00001eb153300_T001",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1642","Zm00001eb153340_T001",1,1,1,3,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,3,26,1,3,2
"1643","Zm00001eb153350_T001",1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1644","Zm00001eb153360_T001",1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1645","Zm00001eb153530_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,26,1,2,1
"1646","Zm00001eb153630_T001",1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1647","Zm00001eb153640_T002",1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,7,0,2,2
"1648","Zm00001eb153660_T002",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,26,1,2,1
"1649","Zm00001eb153830_T002",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,26,1,2,1
"1650","Zm00001eb153940_T001",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,26,1,2,1
"1651","Zm00001eb153950_T001",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,2,1
"1652","Zm00001eb153970_T001",1,1,1,1,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,26,1,2,1
"1653","Zm00001eb154070_T001",1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,1,3,2
"1654","Zm00001eb154140_T002",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,26,1,2,1
"1655","Zm00001eb154180_T001",1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,26,1,2,1
